"dates","UA.Open","UA.High","UA.Low","UA.Close","UA.Volume","UA.Adjusted"
"2017-10-26",14.6,14.825,14.42,14.65,5011956,14.65
"2017-10-27",14.61,14.68,14.3,14.4,5450573,14.4
"2017-10-30",14.17,14.87,14.11,14.74,8795611,14.74
"2017-10-31",13.02,13.36,11.4,11.53,36954006,11.53
"2017-11-01",11.46,11.82,10.91,11.29,21617457,11.29
"2017-11-02",11.23,11.42,10.42,10.84,18830932,10.84
"2017-11-03",10.93,10.95,10.54,10.59,8896391,10.59
"2017-11-06",10.5,11.03,10.36,10.97,8861715,10.97
"2017-11-07",11.1,11.22,10.67,10.74,7914227,10.74
"2017-11-08",10.73,10.87,10.525,10.83,5559942,10.83
"2017-11-09",10.86,11.24,10.73,10.99,8036493,10.99
"2017-11-10",11.01,11.4,10.95,11.37,7664588,11.37
"2017-11-13",11.35,11.52,10.91,10.95,7020187,10.95
"2017-11-14",10.95,11.06,10.74,10.92,3580082,10.92
"2017-11-15",10.8,11.34,10.7,11.11,4807233,11.11
"2017-11-16",11.11,11.3,10.89,11.28,3843718,11.28
"2017-11-17",11.5,11.88,11.38,11.73,7986386,11.73
"2017-11-20",11.75,12.08,11.72,12.07,6060219,12.07
"2017-11-21",12.1,12.17,11.31,11.36,10578514,11.36
"2017-11-22",11.34,11.775,11.245,11.67,3864491,11.67
"2017-11-24",11.71,11.75,11.53,11.59,2187890,11.59
"2017-11-27",11.62,11.72,11.27,11.35,3453577,11.35
"2017-11-28",11.35,11.56,11.25,11.51,2703977,11.51
"2017-11-29",11.57,12.25,11.56,12.18,5618725,12.18
"2017-11-30",12.18,12.42,11.84,11.93,4329924,11.93
"2017-12-01",11.9,11.905,11.53,11.73,4208102,11.73
"2017-12-04",11.85,12.09,11.84,11.98,3458177,11.98
"2017-12-05",12.02,12.08,11.6625,11.72,3007107,11.72
"2017-12-06",11.65,11.71,11.368,11.55,3520601,11.55
"2017-12-07",11.57,12,11.56,11.93,3205451,11.93
"2017-12-08",11.95,12.29,11.78,12.19,3885305,12.19
"2017-12-11",12.2,12.2277,11.93,12.18,3250706,12.18
"2017-12-12",12.18,12.42,12.08,12.38,3510211,12.38
"2017-12-13",12.44,12.48,12.2,12.36,2793215,12.36
"2017-12-14",12.38,12.545,12.21,12.45,2654281,12.45
"2017-12-15",12.83,13.93,12.8,13.62,18509445,13.62
"2017-12-18",13.91,14.33,13.41,14.24,10300791,14.24
"2017-12-19",14.3,14.36,14,14.1,4616945,14.1
"2017-12-20",14.04,14.14,13.585,13.72,5351996,13.72
"2017-12-21",13.77,13.97,13.59,13.95,6676904,13.95
"2017-12-22",13.81,13.92,13.4653,13.8,6300618,13.8
"2017-12-26",13.73,14.1,13.66,14.07,3032604,14.07
"2017-12-27",14.1,14.561,14.05,14.23,5030027,14.23
"2017-12-28",14.22,14.27,14,14.14,4597333,14.14
"2017-12-29",14.07,14.14,13.2946,13.32,6684072,13.32
