"dates","CNC.Open","CNC.High","CNC.Low","CNC.Close","CNC.Volume","CNC.Adjusted"
"2011-08-11",6.785,7.385,6.715,7.225,4492800,7.225
"2011-08-12",7.3025,7.4825,7.1475,7.425,2548000,7.425
"2011-08-15",7.5025,7.6325,7.2975,7.6175,2716800,7.6175
"2011-08-16",7.4975,7.62,7.3625,7.565,2276400,7.565
"2011-08-17",7.62,7.79,7.555,7.61,3240800,7.61
"2011-08-18",7.3075,7.3625,7.0925,7.1725,1961600,7.1725
"2011-08-19",7.0175,7.3,6.965,7.155,1940000,7.155
"2011-08-22",7.36,7.3625,6.9875,7.04,1612800,7.04
"2011-08-23",7.085,7.49,7.0325,7.4775,1609200,7.4775
"2011-08-24",7.4525,7.595,7.3375,7.575,1065200,7.575
"2011-08-25",7.63,7.6875,7.295,7.3425,1610800,7.3425
"2011-08-26",7.2725,7.6325,7.0675,7.59,1278000,7.59
"2011-08-29",7.7025,7.875,7.645,7.8575,1197600,7.8575
"2011-08-30",7.7725,8.0075,7.6675,7.9625,1242800,7.9625
"2011-08-31",8.015,8.2325,7.8525,7.9725,2112800,7.9725
"2011-09-01",8.0025,8.225,7.88,7.915,1961200,7.915
"2011-09-02",7.7025,7.875,7.69,7.72,1711600,7.72
"2011-09-06",7.4625,7.7175,7.415,7.6975,1516000,7.6975
"2011-09-07",7.8225,8.02,7.7575,7.9925,1050800,7.9925
"2011-09-08",7.9525,8.0075,7.7475,7.775,2178400,7.775
"2011-09-09",7.68,7.805,7.41,7.4625,2113200,7.4625
"2011-09-12",7.295,7.565,7.2475,7.3975,1992400,7.3975
"2011-09-13",7.4,7.56,7.3075,7.51,3313200,7.51
"2011-09-14",7.6075,7.62,7.2825,7.4,4779200,7.4
"2011-09-15",7.5,7.77,7.4525,7.7525,4273200,7.7525
"2011-09-16",7.4725,7.85,7.4725,7.8475,3084800,7.8475
"2011-09-19",7.7025,7.87,7.6475,7.7875,1424000,7.7875
"2011-09-20",7.8325,8.075,7.77,7.8025,1758800,7.8025
"2011-09-21",7.805,8.0275,7.5525,7.565,3476800,7.565
"2011-09-22",7.29,7.5675,7.2175,7.315,2539600,7.315
"2011-09-23",7.295,7.465,7.225,7.3975,1525600,7.3975
"2011-09-26",7.4675,7.63,7.3575,7.55,1718800,7.55
"2011-09-27",7.715,7.9175,7.6175,7.755,1984000,7.755
"2011-09-28",7.7525,7.795,7.4325,7.435,2259200,7.435
"2011-09-29",7.635,7.6375,7.11,7.2975,2324400,7.2975
"2011-09-30",7.19,7.39,7.1525,7.1675,1754400,7.1675
"2011-10-03",7.125,7.235,6.6325,6.635,3066000,6.635
"2011-10-04",6.5475,6.7975,6.32,6.78,3222800,6.78
"2011-10-05",6.7825,6.945,6.665,6.8825,2053200,6.8825
"2011-10-06",6.885,7.055,6.8375,7.0475,1775600,7.0475
"2011-10-07",7.065,7.065,6.75,6.8425,2502800,6.8425
"2011-10-10",7.0075,7.165,7,7.1175,1903200,7.1175
"2011-10-11",7.0775,7.1225,6.9775,7.045,2208000,7.045
"2011-10-12",7.1325,7.145,7.0325,7.05,2157600,7.05
"2011-10-13",7.015,7.1425,6.965,7.105,2523200,7.105
"2011-10-14",7.2025,7.2825,7.0775,7.1275,860800,7.1275
"2011-10-17",7.06,7.0925,6.7975,6.825,2457600,6.825
"2011-10-18",6.79,6.99,6.7275,6.8575,4927200,6.8575
"2011-10-19",6.86,7.0525,6.8125,6.85,2767200,6.85
"2011-10-20",6.8425,6.9775,6.7075,6.96,2526000,6.96
"2011-10-21",7.105,7.105,6.98,7.0575,2005200,7.0575
"2011-10-24",7.3025,7.365,7.1475,7.2675,3286800,7.2675
"2011-10-25",7.2675,8.175,7.1075,7.935,7476800,7.935
"2011-10-26",8.14,8.2975,7.965,8.185,4478400,8.185
"2011-10-27",8.3825,8.7225,8.3525,8.6975,4278800,8.6975
"2011-10-28",8.64,8.94,8.5875,8.89,4052800,8.89
"2011-10-31",8.7675,9.0075,8.7375,8.7875,3993600,8.7875
"2011-11-01",8.45,8.725,8.38,8.575,4136800,8.575
"2011-11-02",8.74,8.7425,8.56,8.715,1977200,8.715
"2011-11-03",8.8175,8.825,8.6475,8.7875,1458000,8.7875
"2011-11-04",8.71,8.895,8.64,8.83,912000,8.83
"2011-11-07",8.825,8.8325,8.58,8.815,1290400,8.815
"2011-11-08",8.8975,8.9425,8.705,8.865,1405200,8.865
"2011-11-09",8.63,8.76,8.5425,8.565,1405200,8.565
"2011-11-10",8.6975,8.7075,8.48,8.555,970800,8.555
"2011-11-11",8.655,8.8725,8.6025,8.865,2062000,8.865
"2011-11-14",8.8425,8.9225,8.7225,8.8675,1102000,8.8675
"2011-11-15",8.825,9.145,8.825,9.085,1993600,9.085
"2011-11-16",8.99,9.17,8.9575,9.0525,3756000,9.0525
"2011-11-17",9.1325,9.225,9.0225,9.08,5357200,9.08
"2011-11-18",9.095,9.1275,8.98,9.125,2755600,9.125
"2011-11-21",8.9525,9.085,8.86,9.07,1814400,9.07
"2011-11-22",9.085,9.225,9.0025,9.1725,1947200,9.1725
"2011-11-23",9.115,9.1825,8.9925,9.0075,2226800,9.0075
"2011-11-25",8.935,9.0175,8.74,8.7425,582400,8.7425
"2011-11-28",9.0125,9.3375,8.985,9.1825,1753200,9.1825
"2011-11-29",9.17,9.235,8.98,9.235,1997600,9.235
"2011-11-30",9.535,9.68,9.3475,9.6775,2472800,9.6775
"2011-12-01",9.5875,9.75,9.5725,9.58,1833200,9.58
"2011-12-02",9.7175,9.7675,9.365,9.4425,1884800,9.4425
"2011-12-05",9.645,9.735,9.575,9.67,2473600,9.67
"2011-12-06",9.635,9.7075,9.4675,9.4875,1664000,9.4875
"2011-12-07",9.4525,9.6125,9.36,9.5525,1520000,9.5525
"2011-12-08",9.4775,9.4775,9.1225,9.145,1668000,9.145
"2011-12-09",9.1475,9.4425,9.1025,9.39,1683600,9.39
"2011-12-12",9.2775,9.2775,9.0325,9.08,1282000,9.08
"2011-12-13",9.14,9.245,8.9225,8.9425,1872400,8.9425
"2011-12-14",8.8175,8.9375,8.7675,8.84,2220400,8.84
"2011-12-15",8.9275,8.9525,8.765,8.9075,1822000,8.9075
"2011-12-16",9.725,9.725,9.3575,9.5775,4339600,9.5775
"2011-12-19",9.69,9.8275,9.5675,9.61,2962000,9.61
"2011-12-20",9.8,10.0675,9.725,10.0525,2001200,10.0525
"2011-12-21",10.055,10.1475,9.8375,9.965,1423200,9.965
"2011-12-22",10,10.0225,9.9125,9.935,1898400,9.935
"2011-12-23",9.965,10.0125,9.9325,10.0025,1228800,10.0025
"2011-12-27",9.9925,10.2025,9.99,10.135,606000,10.135
"2011-12-28",10.12,10.1625,9.8325,9.845,1026400,9.845
"2011-12-29",9.9075,10.1175,9.8875,10.04,1503600,10.04
"2011-12-30",10.0475,10.0575,9.875,9.8975,999600,9.8975
"2012-01-03",10.17,10.235,9.945,10.0025,1574800,10.0025
"2012-01-04",9.9175,9.96,9.8225,9.8375,974400,9.8375
"2012-01-05",9.815,10.3125,9.7425,10.275,1668000,10.275
"2012-01-06",10.2525,10.6775,10.2,10.59,2710000,10.59
"2012-01-09",10.6275,10.9075,10.59,10.9,3652000,10.9
"2012-01-10",10.975,11.04,10.835,10.9,2146400,10.9
"2012-01-11",10.855,11.0875,10.82,10.9725,1663200,10.9725
"2012-01-12",10.955,11.025,10.905,11.015,1642000,11.015
"2012-01-13",10.8775,11.0075,10.8275,10.9675,1570800,10.9675
"2012-01-17",11.0225,11.1725,10.995,11.1225,2699600,11.1225
"2012-01-18",11.1425,11.22,11.03,11.1425,2338000,11.1425
"2012-01-19",11.1725,11.1825,11.04,11.09,1982800,11.09
"2012-01-20",11.095,11.1475,10.8475,10.9675,1163600,10.9675
"2012-01-23",10.9425,10.9575,10.7275,10.8425,2683600,10.8425
"2012-01-24",10.825,11.015,10.7825,11.0075,2014000,11.0075
"2012-01-25",10.95,10.9975,10.6975,10.915,2263200,10.915
"2012-01-26",10.9175,10.92,10.6875,10.7525,1509200,10.7525
"2012-01-27",10.725,11.125,10.705,11.07,1064400,11.07
"2012-01-30",10.9775,10.99,10.8325,10.9375,798400,10.9375
"2012-01-31",11.025,11.3625,11,11.3,3313600,11.3
"2012-02-01",11.385,11.78,11.3425,11.585,3014400,11.585
"2012-02-02",11.5125,11.6675,11.4975,11.66,2731200,11.66
"2012-02-03",11.8175,11.8475,11.4825,11.57,1928000,11.57
"2012-02-06",11.4875,11.5975,11.3325,11.4,2480800,11.4
"2012-02-07",11.305,11.575,11.04,11.4425,4580000,11.4425
"2012-02-08",11.475,11.915,11.4125,11.915,3525200,11.915
"2012-02-09",11.905,12.0425,11.705,11.77,2296400,11.77
"2012-02-10",11.6625,11.9925,11.57,11.83,1901600,11.83
"2012-02-13",11.9225,12.3225,11.875,12.2675,2373600,12.2675
"2012-02-14",12.195,12.275,12.1125,12.1675,1544000,12.1675
"2012-02-15",12.4075,12.5,12.12,12.175,2652400,12.175
"2012-02-16",12.17,12.45,12.1475,12.4375,1880000,12.4375
"2012-02-17",12.52,12.59,12.3825,12.435,1547600,12.435
"2012-02-21",12.435,12.5375,12.33,12.4425,1611600,12.4425
"2012-02-22",12.4125,12.47,12.0975,12.1275,2715600,12.1275
"2012-02-23",12.1725,12.2825,12.0925,12.12,1893600,12.12
"2012-02-24",12.1475,12.26,12.1475,12.225,1287200,12.225
"2012-02-27",12.1675,12.275,12.0425,12.1475,1341200,12.1475
"2012-02-28",12.1875,12.385,12.1025,12.31,2513600,12.31
"2012-02-29",12.3275,12.3475,12.1875,12.2,2650000,12.2
"2012-03-01",12.24,12.3525,12.12,12.26,1663600,12.26
"2012-03-02",12.255,12.2725,11.575,11.6475,5368400,11.6475
"2012-03-05",11.5925,11.725,11.565,11.64,2758000,11.64
"2012-03-06",11.51,11.595,11.325,11.37,1840000,11.37
"2012-03-07",11.425,11.545,11.38,11.4675,1044800,11.4675
"2012-03-08",11.5225,11.595,11.415,11.515,1720400,11.515
"2012-03-09",11.5,11.7,11.4975,11.695,1834800,11.695
"2012-03-12",11.685,11.6925,11.395,11.4025,1752800,11.4025
"2012-03-13",11.47,11.5225,11.32,11.4125,2759200,11.4125
"2012-03-14",11.365,11.4775,11.3075,11.37,2516800,11.37
"2012-03-15",11.3925,11.7125,11.385,11.5725,2300000,11.5725
"2012-03-16",11.5575,11.63,11.345,11.365,2379200,11.365
"2012-03-19",11.31,11.5325,11.2525,11.48,2690800,11.48
"2012-03-20",11.4075,11.4425,11.17,11.19,2395600,11.19
"2012-03-21",11.19,11.2125,11.03,11.175,2770000,11.175
"2012-03-22",11.1025,11.17,10.98,11.1,3221600,11.1
"2012-03-23",11.09,11.245,11.04,11.2225,3661200,11.2225
"2012-03-26",11.2775,12.0975,11.2775,11.975,5604400,11.975
"2012-03-27",11.975,12.0025,11.645,11.6925,3191600,11.6925
"2012-03-28",11.6825,11.945,11.5675,11.9325,3860800,11.9325
"2012-03-29",11.8225,12.0125,11.655,11.8625,3572400,11.8625
"2012-03-30",12.04,12.3975,11.935,12.2425,3924000,12.2425
"2012-04-02",12.1925,12.405,12.1225,12.36,2028400,12.36
"2012-04-03",12.3675,12.6,12.3475,12.5175,2186400,12.5175
"2012-04-04",12.3625,12.4225,12.25,12.4,1366800,12.4
"2012-04-05",12.3275,12.745,12.3225,12.7,2489600,12.7
"2012-04-09",11.4325,11.65,10.73,10.7425,11366000,10.7425
"2012-04-10",10.7125,10.8325,10.1025,10.3175,9363200,10.3175
"2012-04-11",10.4225,10.575,10.3225,10.47,5188400,10.47
"2012-04-12",10.52,10.9925,10.425,10.925,4704000,10.925
"2012-04-13",10.8525,11.0525,10.7575,11.0075,2960000,11.0075
"2012-04-16",11.0725,11.0975,10.7375,10.7675,2930800,10.7675
"2012-04-17",10.8325,11.125,10.8125,11.005,2540000,11.005
"2012-04-18",10.955,11.0475,10.8125,10.975,1715200,10.975
"2012-04-19",10.96,11.41,10.96,11.4075,3049600,11.4075
"2012-04-20",11.63,11.7225,11.52,11.6,4312000,11.6
"2012-04-23",11.385,11.385,11.1375,11.215,2620000,11.215
"2012-04-24",10.2775,10.7175,10.2125,10.55,10854800,10.55
"2012-04-25",10.845,11.075,10.535,10.5375,3696400,10.5375
"2012-04-26",10.5325,10.7325,10.3725,10.5425,4043600,10.5425
"2012-04-27",10.515,10.515,9.8225,10.015,10078000,10.015
"2012-04-30",9.9625,10.0125,9.8675,9.8975,3772800,9.8975
"2012-05-01",9.9275,10.2175,9.9025,10.09,4567200,10.09
"2012-05-02",10.0675,10.305,9.96,10.0875,4138800,10.0875
"2012-05-03",9.985,10.0575,9.85,9.905,4759200,9.905
"2012-05-04",9.8525,9.9175,9.49,9.505,3470400,9.505
"2012-05-07",9.505,9.73,9.4425,9.5775,3212000,9.5775
"2012-05-08",9.52,9.6,9.36,9.52,4912400,9.52
"2012-05-09",9.39,9.475,9.2775,9.3425,3470800,9.3425
"2012-05-10",9.5475,9.5875,9.3875,9.4175,2731600,9.4175
"2012-05-11",9.3425,9.4375,9.28,9.2975,1724800,9.2975
"2012-05-14",9.2025,9.2775,9.0775,9.1075,3149600,9.1075
"2012-05-15",9.095,9.315,9.06,9.1225,3401600,9.1225
"2012-05-16",9.175,9.255,8.94,8.94,2688800,8.94
"2012-05-17",8.9775,9.055,8.75,8.755,3406000,8.755
"2012-05-18",8.7725,8.9125,8.5925,8.63,2415200,8.63
"2012-05-21",8.6375,8.99,8.615,8.975,2768800,8.975
"2012-05-22",8.9425,9.005,8.7,8.7475,3300000,8.7475
"2012-05-23",8.68,8.825,8.5975,8.7925,2220000,8.7925
"2012-05-24",8.7425,9.22,8.7375,9.0275,5150800,9.0275
"2012-05-25",9.025,9.335,8.955,9.325,3546000,9.325
"2012-05-29",9.435,9.435,9.18,9.255,2872000,9.255
"2012-05-30",9.145,9.2375,9.1275,9.2075,2601600,9.2075
"2012-05-31",9.2225,9.2225,8.835,9.035,5686000,9.035
"2012-06-01",8.8675,8.955,8.6625,8.6875,2448000,8.6875
"2012-06-04",8.6875,8.755,8.53,8.6525,2443200,8.6525
"2012-06-05",8.6125,8.945,8.5775,8.9175,1638400,8.9175
"2012-06-06",9.0175,9.335,8.9625,9.3325,4094400,9.3325
"2012-06-07",8.38,8.5,7.725,8.21,21018400,8.21
"2012-06-08",9.02,9.1125,8.8175,8.8675,9617200,8.8675
"2012-06-11",6.375,7.1225,6.065,6.895,54245200,6.895
"2012-06-12",6.845,6.9275,6.6225,6.725,10176800,6.725
"2012-06-13",6.7525,6.9325,6.6725,6.71,5074800,6.71
"2012-06-14",6.7025,7.1275,6.7025,7.05,6990000,7.05
"2012-06-15",7.0425,7.1125,6.95,7.05,5820400,7.05
"2012-06-18",7.0175,7.1075,6.9525,7.0875,4475600,7.0875
"2012-06-19",7.17,7.31,7.1225,7.2625,5378000,7.2625
"2012-06-20",7.2375,7.4975,7.185,7.475,6186400,7.475
"2012-06-21",7.485,7.765,7.4525,7.6125,8283200,7.6125
"2012-06-22",7.655,7.6875,7.5175,7.6625,7307600,7.6625
"2012-06-25",7.5875,7.6,7.3725,7.435,2792000,7.435
"2012-06-26",7.4325,7.64,7.29,7.5775,3990800,7.5775
"2012-06-27",7.3375,7.81,7.2875,7.4775,7704400,7.4775
"2012-06-28",7.44,8.295,7.25,7.6475,21378400,7.6475
"2012-06-29",7.89,7.9375,7.4875,7.54,6515600,7.54
"2012-07-02",7.5925,7.645,7.345,7.4725,4795600,7.4725
"2012-07-03",7.465,7.4675,7.3825,7.425,1586400,7.425
"2012-07-05",7.44,7.4925,7.4125,7.435,2328400,7.435
"2012-07-06",7.375,7.4275,7.215,7.2325,3526000,7.2325
"2012-07-09",8.09,8.7875,8.05,8.69,20327200,8.69
"2012-07-10",8.72,8.78,8.38,8.6025,6304000,8.6025
"2012-07-11",8.635,8.87,8.5675,8.685,4262400,8.685
"2012-07-12",8.5975,8.7325,8.4725,8.725,2812000,8.725
"2012-07-13",8.7075,9.0375,8.6775,8.98,4818800,8.98
"2012-07-16",8.9275,8.98,8.7925,8.84,3032400,8.84
"2012-07-17",8.865,9.105,8.8425,9.0975,4191200,9.0975
"2012-07-18",9.235,9.535,9.1575,9.3475,7817200,9.3475
"2012-07-19",9.41,9.5,9.2525,9.395,5327600,9.395
"2012-07-20",9.34,9.48,9.2,9.23,3040000,9.23
"2012-07-23",9,9,8.5775,8.66,7006400,8.66
"2012-07-24",8.735,9.48,8.655,9.19,16377200,9.19
"2012-07-25",9.265,9.3625,8.935,9.26,7754000,9.26
"2012-07-26",9.3525,9.465,9.2625,9.4225,3922400,9.4225
"2012-07-27",9.4975,10.0125,9.4275,9.95,5003200,9.95
"2012-07-30",9.98,10.0475,9.5975,9.75,3097200,9.75
"2012-07-31",9.65,9.725,9.4925,9.51,3984000,9.51
"2012-08-01",9.5775,9.5775,9.37,9.37,2711200,9.37
"2012-08-02",9.4275,9.48,9.0925,9.26,3221200,9.26
"2012-08-03",9.3175,9.3725,9.12,9.19,2906000,9.19
"2012-08-06",9.1875,9.4725,9.07,9.405,2008400,9.405
"2012-08-07",9.4575,9.92,9.4575,9.8325,3804400,9.8325
"2012-08-08",9.755,10,9.74,9.985,3010400,9.985
"2012-08-09",9.9075,10.175,9.865,10.07,3517600,10.07
"2012-08-10",10.075,10.105,9.8625,9.94,1854000,9.94
"2012-08-13",9.9075,9.92,9.74,9.8825,1098000,9.8825
"2012-08-14",9.925,10.0225,9.7375,9.7725,1904400,9.7725
"2012-08-15",9.775,10.1725,9.7725,10.1675,1853200,10.1675
"2012-08-16",10.13,10.345,10.0175,10.26,1439200,10.26
"2012-08-17",10.26,10.5025,10.235,10.4525,1969200,10.4525
"2012-08-20",10.5625,10.5625,9.4325,9.975,10688000,9.975
"2012-08-21",10.005,10.0075,9.695,9.7175,3502400,9.7175
"2012-08-22",9.7275,10.105,9.7025,10.055,3761600,10.055
"2012-08-23",10.025,10.115,9.9475,10.0925,2217600,10.0925
"2012-08-24",10.0825,10.1625,9.99,10.005,2798800,10.005
"2012-08-27",10.0325,10.195,9.9525,10.175,2154800,10.175
"2012-08-28",10.17,10.2875,10.095,10.19,2155200,10.19
"2012-08-29",10.1875,10.2975,10.15,10.215,1627200,10.215
"2012-08-30",10.1075,10.2075,10.0125,10.1625,2420400,10.1625
"2012-08-31",10.2425,10.2725,10.0125,10.1525,1668400,10.1525
"2012-09-04",10.2225,10.5325,10.2025,10.355,2746800,10.355
"2012-09-05",10.2875,10.5075,10.265,10.3675,1774800,10.3675
"2012-09-06",10.405,10.615,10.4,10.4625,1725200,10.4625
"2012-09-07",10.5325,10.5325,10.3775,10.385,2178800,10.385
"2012-09-10",10.39,10.39,10.115,10.12,2838400,10.12
"2012-09-11",10.1675,10.2125,10,10.0375,3103200,10.0375
"2012-09-12",10.0425,10.0575,9.21,9.335,7994800,9.335
"2012-09-13",9.3225,9.4625,9.22,9.3575,3092800,9.3575
"2012-09-14",9.385,9.47,9.24,9.325,3488000,9.325
"2012-09-17",9.3025,9.525,9.275,9.52,2894000,9.52
"2012-09-18",9.5225,9.585,9.335,9.4125,2020400,9.4125
"2012-09-19",9.4325,9.435,9.23,9.255,2486000,9.255
"2012-09-20",9.2025,9.225,9.02,9.0475,3262400,9.0475
"2012-09-21",9.135,9.4625,9.09,9.335,4003600,9.335
"2012-09-24",9.25,9.2825,9.1425,9.2475,1507600,9.2475
"2012-09-25",9.295,9.35,9.0975,9.0975,1697600,9.0975
"2012-09-26",9.12,9.185,9.0375,9.1275,1378400,9.1275
"2012-09-27",9.1575,9.365,9.1575,9.285,1437600,9.285
"2012-09-28",9.2175,9.3625,9.14,9.3525,2277200,9.3525
"2012-10-01",9.385,9.415,9.22,9.2575,3290800,9.2575
"2012-10-02",9.3075,9.32,9.0325,9.1,2976000,9.1
"2012-10-03",9.1475,9.2975,9.045,9.215,2520800,9.215
"2012-10-04",9.2325,9.3275,9.1275,9.15,3084400,9.15
"2012-10-05",9.17,9.2025,9.0225,9.0675,3123200,9.0675
"2012-10-08",9.0425,9.085,8.91,9.035,2120000,9.035
"2012-10-09",9.035,9.035,8.815,8.905,2536000,8.905
"2012-10-10",8.9025,9.02,8.8625,8.9225,1714400,8.9225
"2012-10-11",8.975,9.04,8.9425,8.955,1408400,8.955
"2012-10-12",8.97,9.0025,8.84,8.8975,1710000,8.8975
"2012-10-15",8.905,8.9325,8.7625,8.885,2173600,8.885
"2012-10-16",8.8775,8.95,8.6825,8.745,2720800,8.745
"2012-10-17",8.7675,9.8625,8.7675,9.7025,13036400,9.7025
"2012-10-18",9.7,9.7925,9.6,9.7125,2291600,9.7125
"2012-10-19",9.655,9.715,9.57,9.62,2032000,9.62
"2012-10-22",9.5625,9.615,9.4625,9.6025,1745600,9.6025
"2012-10-23",9.49,9.9175,9.45,9.625,5186000,9.625
"2012-10-24",9.5425,9.76,9.5425,9.6325,3096400,9.6325
"2012-10-25",9.74,9.8025,9.6,9.62,3126400,9.62
"2012-10-26",9.6275,9.7225,9.4975,9.57,3084800,9.57
"2012-10-31",9.5575,9.5675,9.37,9.495,3359600,9.495
"2012-11-01",9.49,9.7225,9.415,9.695,3402800,9.695
"2012-11-02",9.7275,9.93,9.685,9.7325,3082400,9.7325
"2012-11-05",9.7575,9.93,9.5325,9.8125,3533200,9.8125
"2012-11-06",9.8425,9.9925,9.645,9.9675,2600400,9.9675
"2012-11-07",10.21,11.075,10.21,10.97,10706000,10.97
"2012-11-08",10.915,10.9775,10.525,10.585,3520400,10.585
"2012-11-09",10.61,10.775,10.5175,10.6225,3622000,10.6225
"2012-11-12",10.68,10.835,10.5875,10.665,2893200,10.665
"2012-11-13",10.6275,10.7075,10.54,10.64,2851600,10.64
"2012-11-14",10.64,10.6825,10.4875,10.5475,1844400,10.5475
"2012-11-15",10.56,10.655,10.48,10.5625,1703600,10.5625
"2012-11-16",10.5175,10.6375,10.4325,10.6025,1964800,10.6025
"2012-11-19",10.6925,10.8175,10.61,10.7375,1552000,10.7375
"2012-11-20",10.7425,10.7475,10.52,10.74,1922800,10.74
"2012-11-21",10.7525,10.8225,10.6875,10.775,962000,10.775
"2012-11-23",10.8075,10.8975,10.7325,10.8575,630000,10.8575
"2012-11-26",10.8325,10.85,10.615,10.8025,1676400,10.8025
"2012-11-27",10.7825,10.93,10.6525,10.66,1690800,10.66
"2012-11-28",10.6575,10.7975,10.5575,10.7325,2149600,10.7325
"2012-11-29",10.795,10.9925,10.7925,10.9325,2176400,10.9325
"2012-11-30",10.9225,11.0025,10.7625,10.9775,2437600,10.9775
"2012-12-03",11.03,11.43,11.0125,11.365,3892800,11.365
"2012-12-04",11.275,11.375,11.175,11.345,3232800,11.345
"2012-12-05",11.35,11.43,11.1025,11.3225,2298400,11.3225
"2012-12-06",11.29,11.415,11.1275,11.21,2669200,11.21
"2012-12-07",11.25,11.3175,11.155,11.285,2009600,11.285
"2012-12-10",11.3475,11.4825,11.28,11.425,2292000,11.425
"2012-12-11",11.4425,11.4525,11.275,11.43,2268000,11.43
"2012-12-12",11.4675,11.61,11.3575,11.3725,1879200,11.3725
"2012-12-13",11.3925,11.4175,11.2275,11.2425,3402400,11.2425
"2012-12-14",10.4375,10.45,10.1,10.18,10306000,10.18
"2012-12-17",10.2175,10.53,10.205,10.5025,4377200,10.5025
"2012-12-18",10.3425,10.445,10.09,10.3425,5977200,10.3425
"2012-12-19",10.3075,10.3375,10.1675,10.26,2867600,10.26
"2012-12-20",10.285,10.3375,10.14,10.285,2284400,10.285
"2012-12-21",10.21,10.2325,10.07,10.1425,3847600,10.1425
"2012-12-24",10.0975,10.145,9.9975,10.015,737200,10.015
"2012-12-26",10.015,10.1725,10.015,10.095,1437200,10.095
"2012-12-27",10.09,10.1875,9.895,10.085,1310800,10.085
"2012-12-28",10.0825,10.1075,9.8375,9.8375,1649600,9.8375
"2012-12-31",9.8525,10.2775,9.785,10.25,2219200,10.25
"2013-01-02",10.455,10.4925,10.2475,10.34,2610000,10.34
"2013-01-03",10.33,10.3575,10.1725,10.2275,2468000,10.2275
"2013-01-04",10.27,10.455,10.1725,10.4,2086000,10.4
"2013-01-07",10.325,10.64,10.2575,10.62,3385200,10.62
"2013-01-08",10.585,10.69,10.305,10.33,2741600,10.33
"2013-01-09",10.37,10.415,10.22,10.32,2009200,10.32
"2013-01-10",10.365,10.49,10.31,10.4725,1855600,10.4725
"2013-01-11",10.4525,10.5,10.23,10.4125,2602000,10.4125
"2013-01-14",10.395,10.395,10.2275,10.2675,2489200,10.2675
"2013-01-15",10.225,10.7625,10.1425,10.5,5441200,10.5
"2013-01-16",10.5,10.635,10.395,10.5825,1812800,10.5825
"2013-01-17",10.58,10.695,10.4675,10.67,2184800,10.67
"2013-01-18",10.675,10.815,10.635,10.7725,1418800,10.7725
"2013-01-22",10.795,11.1625,10.7575,11.1425,2500400,11.1425
"2013-01-23",11.1025,11.2075,10.95,11.135,1977600,11.135
"2013-01-24",11.12,11.27,10.9925,11.0575,2248800,11.0575
"2013-01-25",11.0925,11.16,10.9925,11.115,1842400,11.115
"2013-01-28",11.125,11.125,10.9575,11.0175,2036400,11.0175
"2013-01-29",10.96,11.13,10.9175,11.1125,2306000,11.1125
"2013-01-30",11.0675,11.0675,10.86,10.93,2155600,10.93
"2013-01-31",10.9,10.9725,10.7825,10.79,3183600,10.79
"2013-02-01",10.8525,11.015,10.8275,10.95,2229600,10.95
"2013-02-04",10.89,11.1025,10.51,10.635,5127200,10.635
"2013-02-05",10.63,11.5075,10.41,11.2475,7852000,11.2475
"2013-02-06",11.125,11.2875,10.875,11.285,3997600,11.285
"2013-02-07",11.2525,11.2525,11.04,11.195,2084000,11.195
"2013-02-08",11.3175,11.82,11.3175,11.51,2476400,11.51
"2013-02-11",11.475,11.4975,10.9925,11.125,2538000,11.125
"2013-02-12",11.1675,11.3,11.1175,11.195,2083600,11.195
"2013-02-13",11.25,11.48,11.1575,11.29,2693600,11.29
"2013-02-14",11.25,11.4,11.1375,11.3775,1324800,11.3775
"2013-02-15",11.4225,11.62,11.3875,11.49,2078400,11.49
"2013-02-19",10.9025,11.57,10.8925,11.495,1958000,11.495
"2013-02-20",11.465,11.515,11.3225,11.375,1796000,11.375
"2013-02-21",11.4175,11.49,11.2,11.4425,2596000,11.4425
"2013-02-22",11.515,11.605,11.3,11.355,1574800,11.355
"2013-02-25",11.4075,11.5025,11.08,11.0875,1320800,11.0875
"2013-02-26",11.1175,11.1725,10.7925,11.0325,2036400,11.0325
"2013-02-27",11.045,11.3125,11.01,11.2425,1433200,11.2425
"2013-02-28",11.205,11.4925,11.1925,11.255,2996800,11.255
"2013-03-01",11.2225,11.5575,11.215,11.425,2032800,11.425
"2013-03-04",11.385,11.495,11.16,11.1725,2148800,11.1725
"2013-03-05",11.2275,11.4275,11.17,11.3575,1284800,11.3575
"2013-03-06",11.3925,11.6375,11.3675,11.5125,1249600,11.5125
"2013-03-07",11.5175,11.7975,11.5175,11.75,2570800,11.75
"2013-03-08",11.845,12.1375,11.8275,11.98,4210800,11.98
"2013-03-11",11.905,11.965,11.765,11.845,1712000,11.845
"2013-03-12",11.79,11.91,11.5925,11.625,2858000,11.625
"2013-03-13",11.6275,11.8175,11.61,11.755,1622000,11.755
"2013-03-14",11.5125,11.5325,11.15,11.3675,3958000,11.3675
"2013-03-15",11.3475,11.4875,11.285,11.4475,2994000,11.4475
"2013-03-18",11.34,11.5075,11.335,11.3575,1305200,11.3575
"2013-03-19",11.3875,11.565,11.1975,11.275,1306000,11.275
"2013-03-20",11.355,11.4375,11.29,11.3675,1224800,11.3675
"2013-03-21",11.31,11.3725,11.205,11.2475,1564400,11.2475
"2013-03-22",11.305,11.4075,11.0625,11.1875,1380000,11.1875
